temperature,humidity,rainfall,wind_speed,pressure,coastal_proximity,elevation,annual_rainfall,cloud_visibility,seasonal_rainfall,flood_risk,cyclone_risk,heatwave_risk,overall_risk
38.6,75.8,214.4,86.3,958.6,0,930.7,1507.1,93.9,1078.0,1,2,0,2
44.6,49.1,18.0,57.4,981.9,0,548.4,1025.8,60.3,227.3,0,1,1,1
37.0,36.4,343.4,35.8,950.2,1,1106.1,2756.8,88.4,1435.4,2,2,0,2
38.6,80.9,112.2,134.7,985.3,1,415.7,690.1,41.1,1023.8,1,2,0,2
30.0,29.8,248.4,101.7,988.0,1,678.0,1604.4,70.6,1417.1,2,2,0,2
47.2,90.7,65.9,132.6,947.9,1,1346.9,1365.1,96.1,307.8,0,2,0,2
20.5,75.8,173.7,131.2,986.9,0,439.8,3408.7,58.7,350.9,1,2,0,2
23.2,55.5,225.6,43.7,945.7,0,1252.4,2058.9,40.2,1199.5,1,1,0,1
34.9,82.9,170.2,99.9,987.7,1,687.0,2201.8,90.8,682.3,1,2,0,2
40.0,38.1,130.2,43.2,1016.1,0,529.7,1867.8,25.0,1855.9,0,0,1,1
37.0,42.8,340.6,125.9,1002.4,0,241.9,850.8,99.4,1191.6,2,2,1,2
26.8,49.6,71.8,106.1,999.9,1,221.9,1845.3,97.8,1113.9,0,2,0,2
14.6,22.0,325.9,115.3,1025.3,1,234.1,3410.5,59.2,1064.1,2,2,0,2
34.6,43.6,313.6,145.4,1007.9,0,1199.4,2685.6,93.0,743.5,2,2,0,2
14.3,58.3,14.0,101.7,950.5,0,602.4,3022.6,50.1,275.7,0,2,0,2
12.1,71.3,204.2,33.3,1024.2,1,293.6,750.8,86.5,1386.4,2,1,0,2
46.4,98.1,138.0,73.6,994.3,0,1362.7,1583.2,23.3,1722.2,0,1,0,1
24.0,49.8,99.6,52.7,1028.0,0,323.5,3163.4,76.7,889.7,0,0,0,0
26.8,33.1,254.8,134.7,1005.6,1,209.4,2261.5,17.7,494.8,2,2,0,2
28.0,89.4,345.3,9.9,1026.4,1,132.7,1728.4,92.3,887.6,2,1,0,2
31.1,76.8,264.3,20.5,956.7,1,434.2,1971.8,84.1,673.8,2,2,0,2
32.2,59.5,258.9,33.7,1011.2,0,394.0,3368.1,85.1,997.8,2,0,0,2
34.8,91.4,146.0,73.8,1001.9,0,42.7,2794.2,54.4,1944.2,1,1,0,1
32.8,48.9,168.2,65.4,963.2,1,1461.4,2954.8,43.6,1492.6,0,2,0,2
10.7,40.8,203.6,21.9,981.5,0,536.1,658.7,42.5,1308.9,1,0,0,1
46.3,23.9,102.1,95.8,946.9,0,1149.7,1049.7,18.5,1530.0,0,2,1,2
30.7,89.8,289.4,102.7,967.1,1,143.8,2240.1,84.1,124.5,2,2,0,2
29.7,49.8,169.7,51.0,1022.0,0,326.8,2010.1,84.8,1610.7,1,0,0,1
31.2,75.2,333.4,126.9,1004.1,0,626.0,3248.1,20.5,349.3,2,2,0,2
10.7,47.9,241.9,20.9,979.8,1,258.3,1414.1,77.0,325.3,2,1,0,2
14.9,75.5,240.8,46.1,958.9,0,637.2,2789.1,20.1,135.7,2,1,0,2
28.4,54.5,68.7,4.9,999.4,0,703.6,3225.6,13.9,673.1,0,0,0,0
10.4,27.7,43.3,90.3,992.9,0,277.2,1554.6,18.2,1707.1,0,1,0,1
45.8,95.9,121.7,24.1,985.1,0,757.4,705.0,83.8,1550.2,0,0,0,0
30.1,77.3,337.5,25.8,1007.9,0,1460.4,796.1,29.3,1058.0,2,0,0,2
36.9,49.3,206.3,65.9,1026.2,0,1252.1,3443.9,48.2,1077.1,1,0,0,1
25.5,80.9,110.0,69.9,986.8,1,1143.4,2614.2,60.1,177.2,0,2,0,2
22.5,29.3,99.3,90.1,968.1,1,338.8,1721.8,98.6,913.1,1,2,0,2
42.6,91.6,280.9,140.9,973.1,0,1498.1,1974.9,19.5,932.3,1,2,0,2
35.0,26.8,50.2,60.1,993.2,0,1112.1,3177.3,25.2,791.0,0,1,0,1
17.6,36.0,295.4,60.6,961.0,1,1087.8,1335.6,74.2,1205.6,2,2,0,2
20.4,83.2,225.3,60.0,982.8,1,1481.3,2034.2,23.3,963.8,1,2,0,2
14.6,59.1,80.8,141.4,942.7,0,1245.5,1994.4,12.4,440.3,0,2,0,2
33.0,46.2,106.0,93.5,1008.4,1,1189.1,1105.8,69.6,1031.5,0,2,0,2
19.9,47.5,300.9,82.0,1025.7,0,1486.1,3140.4,20.7,955.2,1,1,0,1
42.4,55.4,12.6,26.5,999.3,1,1327.1,992.4,48.8,693.7,0,1,0,1
24.8,81.1,199.1,73.6,989.8,1,713.9,3063.1,55.6,843.6,1,2,0,2
28.8,97.7,215.9,52.9,1028.0,1,92.1,2271.4,21.5,796.2,2,2,0,2
40.8,66.7,267.8,93.8,974.3,1,517.7,1572.1,41.6,1356.4,2,2,0,2
19.4,71.8,207.4,136.6,945.9,1,171.7,1009.3,58.5,171.0,2,2,0,2
35.0,53.8,180.2,63.2,941.8,1,882.0,3457.3,44.0,841.6,1,2,0,2
31.8,84.7,35.0,101.3,970.2,1,249.9,1398.6,97.2,483.3,0,2,0,2
34.1,97.9,26.4,127.6,959.3,1,71.3,3488.7,46.2,529.2,0,2,0,2
38.2,27.4,295.5,14.2,970.3,0,849.6,2093.2,48.4,759.9,2,0,1,2
12.9,85.9,176.6,45.0,999.7,1,300.1,1706.9,66.2,961.1,2,2,0,2
39.0,34.4,6.5,105.5,1017.6,1,319.4,3386.4,76.8,987.9,0,2,1,2
45.6,62.6,215.0,115.4,979.0,0,783.4,1592.8,23.3,385.9,1,2,1,2
36.0,44.0,152.4,47.8,1014.7,0,950.9,3037.9,34.0,645.4,0,0,0,0
16.1,74.9,82.6,35.8,953.5,0,368.4,2981.7,51.8,1163.7,0,1,0,1
26.6,71.8,13.0,23.9,952.3,1,1184.5,1333.3,59.6,1324.2,0,2,0,2
11.6,77.8,273.8,8.3,1020.7,1,902.4,3101.5,91.1,873.3,2,1,0,2
23.8,72.6,31.6,141.5,1005.2,0,354.1,2212.9,55.0,329.2,0,2,0,2
35.2,66.4,271.3,78.8,984.7,0,357.1,866.8,82.6,725.6,2,1,0,2
32.2,51.2,261.9,35.4,978.1,0,160.2,1142.3,34.7,875.9,2,0,0,2
42.8,24.5,186.7,104.9,950.2,1,712.3,1239.0,35.0,1590.1,1,2,1,2
15.5,58.0,128.7,46.2,998.1,0,1262.2,2486.7,94.7,1412.3,0,0,0,0
40.0,39.2,193.5,46.4,1026.3,1,1354.7,2555.7,58.1,549.1,1,1,0,1
26.8,20.6,336.3,139.1,1022.6,1,135.4,2968.1,31.2,499.7,2,2,0,2
43.8,93.3,221.0,131.9,1009.0,1,1184.0,1322.1,17.2,1581.0,1,2,0,2
28.7,79.0,324.3,49.9,978.0,0,1236.6,2595.4,55.6,768.5,2,1,0,2
32.9,85.1,258.2,68.0,942.5,0,962.1,1051.2,49.9,1318.1,2,2,0,2
10.1,36.0,106.9,86.4,950.0,0,774.5,3409.0,84.8,1550.0,0,2,0,2
42.2,74.9,277.4,47.9,983.1,0,391.0,2562.4,84.4,1619.1,2,1,1,2
17.5,53.2,63.7,131.5,1025.0,0,31.1,568.9,60.3,1262.8,0,1,0,1
18.7,27.1,161.8,39.3,1016.7,0,601.6,1786.7,33.4,269.2,1,0,0,1
24.0,95.8,41.1,107.8,979.2,1,1240.9,1982.4,30.2,486.0,0,2,0,2
45.9,85.1,93.2,112.0,974.4,1,1284.5,2300.2,99.6,637.6,0,2,0,2
35.7,53.5,143.0,21.9,966.1,1,353.2,1852.9,32.3,1207.5,1,2,0,2
34.6,26.9,164.1,130.7,1027.7,1,1030.3,2640.0,73.8,1498.6,1,2,0,2
19.7,27.6,20.6,49.9,961.1,1,1495.1,3318.0,97.0,1236.6,0,2,0,2
38.4,23.6,88.8,92.9,967.2,1,1006.9,896.7,90.3,178.1,0,2,0,2
16.8,33.6,172.5,50.9,982.1,0,476.0,2091.3,22.8,322.0,1,1,0,1
11.7,30.2,305.1,125.2,1007.3,1,424.4,3130.8,65.2,1547.0,2,2,0,2
20.0,45.0,312.4,47.3,1029.5,0,833.5,3268.6,67.3,936.0,2,0,0,2
17.2,24.4,64.1,70.5,954.7,1,654.6,3485.6,93.4,177.5,0,2,0,2
23.5,76.7,169.8,73.9,1016.1,0,185.5,780.7,88.1,443.2,1,1,0,1
16.4,60.7,95.5,133.6,992.7,0,789.0,2212.4,47.5,246.0,0,2,0,2
39.2,74.2,310.6,3.9,1001.3,0,591.3,2271.0,95.6,1690.3,2,0,0,2
15.8,26.5,290.7,98.9,980.9,1,891.3,517.4,97.3,1346.7,2,2,0,2
46.1,46.0,256.0,110.1,1026.2,0,317.1,646.0,67.9,714.0,2,1,2,2
12.1,25.7,333.2,57.2,975.9,0,360.1,2812.6,45.9,139.0,2,1,0,2
17.9,51.1,140.8,97.1,1025.9,0,180.9,1972.5,48.9,1632.1,1,1,0,1
21.8,74.8,46.0,99.8,1014.9,0,734.4,3156.2,52.9,1169.8,0,1,0,1
26.1,80.5,283.8,92.1,979.1,1,139.4,2040.0,97.6,1385.2,2,2,0,2
34.6,77.1,325.7,79.1,998.3,0,436.1,1812.1,91.6,1007.5,2,1,0,2
15.6,30.2,316.0,126.2,987.1,1,852.8,2153.0,92.6,1075.5,2,2,0,2
29.4,53.0,162.6,108.0,1013.2,1,382.3,745.3,55.3,316.5,1,2,0,2
35.1,34.4,63.8,58.9,947.5,1,470.9,2672.3,78.2,954.9,0,2,1,2
40.7,47.3,321.3,121.5,959.0,0,1120.5,2312.2,88.4,302.0,2,2,0,2
30.3,20.5,40.8,25.8,982.9,1,1303.2,3397.4,64.2,1024.8,0,1,0,1
33.5,97.9,126.3,101.1,1002.1,1,1207.0,762.9,22.2,462.5,0,2,0,2
41.0,75.7,65.9,4.0,983.3,0,974.6,1807.4,66.3,1601.0,0,0,0,0
17.3,44.1,162.2,71.1,942.0,0,1353.6,2716.3,50.1,1021.6,0,1,0,1
10.7,56.0,84.9,44.2,1014.7,1,76.4,523.6,66.7,1454.9,1,1,0,1
47.2,87.9,258.0,89.4,989.9,1,55.5,1699.0,56.2,1476.8,2,2,1,2
45.5,92.4,303.7,34.8,945.5,0,633.0,1447.6,15.7,1796.5,2,1,0,2
25.9,57.9,173.2,140.8,971.2,1,31.2,1364.0,27.3,753.3,2,2,0,2
18.8,37.6,318.2,50.9,994.2,1,196.7,1380.2,74.0,1923.6,2,2,0,2
41.7,73.8,257.1,119.4,1012.0,0,932.8,1347.4,77.4,1367.4,2,1,0,2
14.9,36.0,212.0,15.1,977.4,1,455.5,1128.3,14.2,134.4,2,1,0,2
43.5,48.6,55.5,124.2,1020.5,0,1210.2,1513.2,20.3,530.7,0,1,0,1
31.4,58.9,347.8,117.7,1009.2,1,1344.5,3060.2,88.6,1248.2,2,2,0,2
14.0,24.0,331.2,119.8,1026.6,0,1462.0,2845.0,64.9,1730.9,2,1,0,2
13.9,65.0,177.6,25.1,950.6,0,1366.5,971.1,36.3,938.9,0,1,0,1
29.2,78.6,34.8,97.1,970.1,0,184.5,1105.7,97.3,1561.5,0,2,0,2
10.3,86.8,165.8,43.0,955.4,1,558.7,2764.5,42.5,1363.5,1,2,0,2
15.8,80.3,147.6,34.2,1012.2,1,1377.0,3194.2,95.7,1080.7,0,1,0,1
35.9,95.5,154.9,115.5,1004.6,0,127.2,1444.4,98.4,412.2,1,2,0,2
12.3,80.7,231.1,96.2,1021.2,0,1466.6,3440.1,81.9,1764.0,1,1,0,1
47.0,53.5,310.0,105.1,1018.6,1,1363.8,523.7,35.2,1102.8,2,2,0,2
45.0,76.0,156.2,30.8,989.0,1,1046.2,3163.0,80.3,868.6,1,2,0,2
17.5,44.1,12.9,50.2,1005.3,0,780.7,2122.4,29.2,1072.2,0,0,0,0
21.9,47.3,222.5,3.5,1020.1,1,362.0,2822.5,75.4,1975.2,2,1,0,2
14.2,24.8,130.5,94.0,971.9,0,1134.8,3324.0,50.4,1187.6,0,1,0,1
10.2,47.1,82.6,111.9,992.3,0,525.5,1353.6,80.6,1458.2,0,1,0,1
35.6,77.1,181.9,37.1,969.5,0,1234.3,1583.8,18.8,1452.1,1,1,0,1
41.5,26.6,21.8,133.3,982.9,1,117.1,2530.5,46.2,1162.0,0,2,2,2
39.6,89.8,204.5,95.5,1029.7,1,1097.6,1750.8,24.7,1061.0,1,2,0,2
28.4,56.6,338.8,77.0,987.6,0,683.1,597.8,24.1,1162.2,2,1,0,2
45.0,29.5,298.3,16.6,973.3,1,60.4,959.9,43.4,1982.9,2,1,2,2
21.5,58.9,276.9,21.3,993.1,0,1405.2,1415.5,35.5,447.8,1,0,0,1
38.1,20.2,191.6,10.1,944.0,1,859.6,2197.3,91.0,1584.6,1,2,1,2
28.1,77.6,212.0,114.3,985.4,1,1142.5,2501.7,23.4,1482.9,1,2,0,2
13.4,70.0,218.3,58.1,1021.0,1,811.5,3374.2,90.1,1498.2,1,2,0,2
34.5,89.3,247.5,85.8,1011.7,1,841.6,871.3,60.3,465.6,2,2,0,2
33.5,66.1,18.5,85.5,957.0,1,754.0,556.0,69.2,1110.5,0,2,0,2
46.6,42.0,72.0,124.5,1015.5,1,127.0,2100.6,38.8,1218.9,1,2,2,2
28.7,94.7,119.0,27.1,942.2,1,573.0,773.1,98.2,1129.4,1,2,0,2
20.8,34.6,268.9,23.1,1025.7,0,88.4,3383.4,26.3,1455.3,2,0,0,2
21.3,27.9,49.9,134.0,963.2,0,77.8,1218.9,63.7,549.3,0,2,0,2
29.3,60.4,332.3,40.4,968.7,1,98.2,586.7,67.0,1836.1,2,2,0,2
10.7,64.3,205.2,15.2,1008.7,0,456.9,1720.2,17.6,1308.0,1,0,0,1
17.7,97.4,130.7,147.8,1010.4,1,1442.0,2165.5,13.8,1644.0,0,2,0,2
46.5,69.7,228.6,25.1,945.4,1,410.0,1252.7,71.2,1998.6,2,2,1,2
42.0,37.0,294.2,42.2,954.5,0,451.0,1685.9,21.1,365.3,2,1,1,2
31.1,42.4,151.2,91.6,1026.2,1,1325.9,3336.2,67.2,1961.3,0,2,0,2
36.9,41.8,231.8,48.2,959.0,1,23.8,2575.5,68.2,103.9,2,2,1,2
28.1,92.1,235.4,62.0,1020.6,1,1143.7,2114.4,80.9,1333.3,1,2,0,2
12.9,22.5,291.2,100.7,1000.5,1,1458.1,1629.1,64.1,834.8,2,2,0,2
41.9,84.9,344.3,18.7,973.3,0,666.9,1164.6,11.8,634.2,2,0,0,2
45.0,48.6,31.5,92.0,967.3,0,351.4,1981.4,42.7,633.4,0,1,1,1
44.4,76.6,73.2,29.4,1013.9,1,166.4,1332.0,55.0,423.9,1,1,1,1
17.4,79.1,235.3,90.4,955.8,0,1119.0,882.3,94.0,1725.4,1,2,0,2
43.5,78.3,96.0,127.2,942.1,1,1021.0,3149.3,10.2,911.5,0,2,0,2
35.6,72.0,298.9,48.4,1016.0,1,411.1,2540.5,52.0,786.8,2,2,0,2
38.8,90.7,78.6,41.7,977.8,1,474.4,1675.6,40.1,1772.2,0,2,0,2
40.7,99.2,79.0,103.4,1026.2,0,295.3,1487.7,15.7,1288.1,0,1,0,1
11.1,54.6,8.4,119.6,1024.2,1,370.7,1920.7,96.3,1681.8,0,2,0,2
41.2,61.6,82.9,10.9,994.0,1,1146.1,2376.0,62.1,262.5,0,1,0,1
12.3,22.7,109.6,127.2,945.9,0,93.0,2907.2,14.9,1260.4,1,2,0,2
26.4,28.1,19.5,7.8,1016.5,1,143.7,2755.9,31.0,1239.2,0,1,0,1
35.1,20.8,134.4,119.3,1019.2,0,509.4,3312.8,80.5,962.7,0,1,1,1
22.5,35.4,35.9,89.3,946.1,0,1356.6,877.9,55.8,775.2,0,2,0,2
28.3,69.7,65.1,20.7,944.0,0,467.5,1807.5,96.4,1533.3,0,1,0,1
21.8,90.8,271.4,22.1,967.8,1,436.6,3410.8,56.6,1349.6,2,2,0,2
15.5,39.0,286.7,83.9,944.9,1,293.1,1101.1,91.8,1592.0,2,2,0,2
23.0,73.4,243.2,147.3,994.0,1,1278.0,2198.3,40.2,669.3,1,2,0,2
22.5,28.4,306.6,136.6,984.6,0,958.2,2579.7,52.0,505.0,2,2,0,2
28.3,81.5,285.1,121.1,973.8,1,276.4,3469.6,42.7,240.1,2,2,0,2
11.1,29.2,101.7,29.2,992.7,1,65.9,589.1,27.8,430.9,1,1,0,1
43.6,77.5,118.9,83.2,956.1,0,264.1,1285.4,19.1,1679.7,1,2,1,2
15.2,72.4,309.8,50.8,958.9,1,360.2,2928.5,69.5,1888.2,2,2,0,2
47.1,99.8,308.6,131.8,945.9,0,1324.1,892.4,27.1,1111.9,2,2,0,2
36.4,45.4,150.3,95.4,1022.9,0,1281.7,1382.5,23.4,569.6,0,1,0,1
33.9,42.4,44.3,76.2,992.6,1,313.9,744.2,52.4,1360.7,0,2,0,2
12.5,60.7,263.0,96.8,985.8,1,778.3,1037.0,74.1,1098.4,2,2,0,2
28.4,96.5,165.8,87.2,997.4,0,310.8,3184.7,50.7,545.3,1,1,0,1
18.3,54.0,132.0,23.6,1015.8,1,825.8,903.0,17.6,944.6,1,1,0,1
23.4,66.7,162.8,93.2,978.3,1,648.8,1602.5,54.8,618.7,1,2,0,2
10.9,55.3,93.0,11.4,1021.1,1,1263.9,2038.4,67.9,1593.2,0,1,0,1
45.2,27.9,25.0,5.7,958.0,0,1012.7,1250.1,77.1,1560.1,0,0,1,1
42.1,35.3,211.4,20.7,1016.9,1,12.8,1398.4,84.0,1587.9,2,1,2,2
25.3,52.5,203.0,98.3,982.5,0,1298.2,1182.7,75.1,498.8,1,1,0,1
18.9,67.0,193.4,70.3,1013.3,1,1187.9,1439.2,26.9,1563.2,1,2,0,2
36.5,36.8,157.5,83.8,973.7,0,458.4,2713.4,55.0,1351.8,1,1,1,1
23.5,38.0,149.0,112.9,1008.7,1,489.1,569.7,80.7,1852.1,1,2,0,2
15.8,96.2,115.6,94.5,994.3,1,1470.3,1112.6,45.2,1115.5,0,2,0,2
17.2,28.7,199.3,67.7,1020.5,0,257.1,2524.7,26.0,1670.3,1,0,0,1
32.9,22.1,69.6,136.7,974.7,0,349.6,2478.7,16.3,209.2,0,2,1,2
29.7,33.7,300.9,61.6,954.1,0,193.7,1755.2,76.9,839.1,2,1,0,2
44.3,36.5,304.7,46.5,1013.6,1,238.2,2225.3,37.9,485.6,2,1,2,2
37.2,56.7,70.6,148.7,980.1,1,907.3,1240.5,39.6,1181.5,0,2,0,2
28.7,57.0,13.7,13.7,998.2,1,520.2,3027.9,81.3,843.1,0,1,0,1
41.3,88.0,145.3,26.9,995.6,1,686.7,3232.5,26.5,1180.4,1,1,0,1
25.0,95.7,83.9,130.6,964.6,1,1000.0,700.2,75.4,1814.2,0,2,0,2
44.5,52.9,266.7,18.2,973.2,0,756.6,2838.5,46.9,413.2,2,0,1,2
17.9,23.6,9.4,95.8,1000.8,1,571.7,2737.9,87.0,853.7,0,2,0,2
10.4,29.2,321.0,49.1,1007.4,1,692.0,747.6,69.1,1455.8,2,1,0,2
26.6,57.7,97.7,24.2,1015.5,0,265.9,872.5,76.7,420.1,0,0,0,0
35.5,20.9,95.6,66.1,956.0,0,1339.0,2096.9,49.8,190.7,0,1,0,1
34.1,61.8,231.9,99.0,949.3,1,666.0,2294.6,14.4,817.1,2,2,0,2
17.7,40.0,318.1,30.0,941.4,0,1483.9,1511.3,27.3,1371.0,2,1,0,2
18.4,90.6,278.9,124.6,955.1,0,66.0,2037.5,83.4,713.1,2,2,0,2
33.8,70.0,327.0,59.3,978.5,0,320.7,1569.7,25.6,864.1,2,1,0,2
22.0,51.1,160.6,9.9,1013.4,1,65.9,3156.4,47.0,1558.3,1,1,0,1
29.0,99.2,249.4,118.7,1023.0,0,377.9,784.2,39.2,1298.7,2,1,0,2
24.8,94.0,270.0,19.9,955.8,1,1467.0,2499.1,16.1,133.5,2,2,0,2
44.7,55.9,178.9,111.3,985.3,0,348.9,2349.0,90.7,686.8,1,2,1,2
38.0,80.6,216.9,9.0,973.7,1,303.0,1627.2,67.8,552.3,2,1,0,2
37.6,99.1,155.3,131.6,952.1,1,965.4,2781.5,56.9,1957.4,1,2,0,2
34.6,43.1,8.3,127.0,969.8,0,308.7,662.2,92.6,1977.9,0,2,1,2
40.5,75.7,77.9,130.9,986.9,0,663.5,518.1,88.3,233.0,0,2,0,2
17.3,70.7,49.5,30.6,948.3,0,354.5,734.5,75.2,691.8,0,1,0,1
37.4,39.6,61.8,37.3,965.7,1,1451.6,1104.2,87.6,1014.2,0,2,0,2
46.1,48.8,132.2,70.6,978.0,1,1140.5,2958.8,81.4,137.6,0,2,0,2
24.5,88.3,265.6,138.2,993.6,0,829.3,1027.1,44.2,681.1,2,2,0,2
20.8,65.0,168.3,50.0,1004.3,0,232.1,1068.9,11.2,1051.3,1,0,0,1
37.6,59.3,324.0,141.0,1027.3,1,576.1,1423.4,98.9,235.3,2,2,0,2
43.6,99.4,43.6,139.8,954.6,1,1435.6,2813.8,77.6,762.3,0,2,0,2
36.9,70.8,128.9,8.7,974.7,1,1103.5,1227.1,13.1,1644.9,0,1,0,1
34.0,74.1,244.1,96.8,963.5,1,1416.4,942.1,32.3,1198.8,1,2,0,2
35.2,32.9,40.9,13.8,1004.0,1,596.5,2258.5,91.1,1085.2,0,1,0,1
17.2,53.8,290.4,37.9,967.2,1,879.1,2701.8,77.7,1856.2,2,2,0,2
43.0,28.7,200.4,119.6,1013.3,1,1123.1,3290.1,45.8,685.4,1,2,1,2
47.5,85.3,0.6,10.5,1002.7,1,981.8,2699.1,25.4,811.8,0,1,0,1
36.8,35.8,63.7,142.3,980.6,0,278.5,676.9,26.4,1542.4,0,2,1,2
19.9,92.2,143.1,94.0,996.2,0,119.7,757.1,21.2,222.1,1,1,0,1
11.1,38.8,169.8,114.1,940.9,1,1127.7,521.7,62.4,1976.5,1,2,0,2
13.7,61.8,2.5,90.4,1028.8,1,1398.2,1919.7,40.3,916.0,0,2,0,2
24.1,91.2,349.8,122.5,1024.7,1,567.7,671.7,42.0,727.5,2,2,0,2
13.8,56.6,244.4,108.8,1019.9,0,38.5,868.7,57.8,1907.0,2,1,0,2
38.6,39.9,158.2,102.9,1018.3,1,990.3,509.4,67.4,1889.7,1,2,0,2
22.2,70.7,305.7,145.4,1006.2,1,350.3,1953.6,76.5,1608.5,2,2,0,2
23.2,95.1,329.5,71.4,999.3,0,1101.4,1381.6,27.6,372.0,2,1,0,2
29.8,65.8,299.9,75.7,951.5,0,452.0,2519.2,59.4,1762.1,2,1,0,2
16.4,55.7,40.5,99.4,961.7,0,255.6,3332.6,73.0,300.4,0,2,0,2
47.7,22.3,325.2,49.0,974.5,1,330.6,1272.9,52.9,1805.3,2,2,2,2
14.7,30.9,187.1,108.8,948.1,1,1307.9,3295.3,79.0,1241.3,1,2,0,2
34.5,50.2,251.1,110.4,974.3,1,1212.7,1170.7,20.4,266.6,1,2,0,2
13.4,79.2,328.0,111.7,950.4,1,191.1,1440.1,44.2,1500.1,2,2,0,2
21.8,67.2,66.5,58.2,978.1,1,1196.3,3301.8,21.4,1361.1,0,2,0,2
32.4,28.5,3.2,127.9,968.4,1,1255.8,1999.5,51.0,1242.8,0,2,0,2
15.5,73.2,280.5,105.4,993.9,1,753.6,2565.8,34.6,1710.6,2,2,0,2
31.8,70.5,75.5,43.7,1027.0,0,1471.7,1499.4,84.5,500.2,0,0,0,0
37.8,84.8,245.1,7.9,1017.9,0,1285.2,2682.2,36.9,1648.5,1,0,0,1
44.7,32.7,7.5,58.8,978.0,1,1485.5,2773.1,45.2,1102.9,0,2,0,2
20.8,75.7,68.3,128.4,975.4,0,485.1,2873.8,87.9,202.8,0,2,0,2
45.5,44.3,229.1,86.6,979.8,1,436.6,934.5,29.6,1521.9,2,2,1,2
37.9,20.7,254.1,86.4,1001.0,0,564.8,3448.1,71.2,419.6,2,1,1,2
12.1,48.4,165.9,141.8,950.6,1,890.1,3409.2,66.4,867.6,1,2,0,2
11.3,39.3,171.0,103.2,1025.9,1,1163.8,3473.5,70.4,270.3,1,2,0,2
27.6,85.5,133.7,94.9,980.1,0,180.0,747.9,54.0,1370.7,1,1,0,1
29.4,21.8,200.5,85.9,964.6,0,1191.5,1043.3,53.6,1324.7,1,1,0,1
26.5,65.7,34.8,9.5,1021.8,0,608.0,2602.2,45.4,1653.2,0,0,0,0
39.8,62.4,22.4,125.6,988.5,0,1130.3,1122.4,69.3,322.9,0,2,0,2
42.8,75.6,1.9,67.1,968.3,0,193.2,1118.7,24.5,1168.7,0,1,1,1
42.4,22.8,343.0,75.9,972.7,0,634.6,3335.7,10.0,671.1,2,1,1,2
46.0,61.6,274.0,98.9,980.0,1,1042.7,2068.0,98.7,769.0,2,2,0,2
30.5,36.8,34.7,123.0,961.3,0,212.5,3068.3,29.4,355.0,0,2,0,2
31.0,67.3,97.1,109.4,978.0,1,391.0,2449.3,24.7,966.5,1,2,0,2
45.9,74.1,329.1,21.5,958.3,1,1493.0,2590.4,27.3,807.1,2,2,0,2
35.0,85.6,211.7,63.0,953.8,1,568.4,3392.1,32.3,613.2,2,2,0,2
30.2,74.7,142.4,49.4,948.0,1,1167.1,939.0,81.8,619.9,0,2,0,2
13.7,98.4,77.8,142.8,1010.4,0,263.6,2685.0,37.6,1660.6,0,2,0,2
28.6,62.3,245.2,129.8,989.6,0,1344.9,1012.2,95.2,840.2,1,2,0,2
23.1,79.3,338.8,79.8,993.5,1,715.3,882.7,10.9,1075.8,2,2,0,2
15.9,30.1,132.6,110.3,944.8,1,1061.3,1247.3,64.8,1442.9,0,2,0,2
17.0,98.9,279.5,75.3,964.8,1,780.9,2655.4,93.1,534.7,2,2,0,2
34.2,27.0,107.0,115.6,1016.1,0,115.0,1220.1,18.4,1193.1,1,1,1,1
13.2,42.9,325.4,121.3,941.0,1,1015.5,3297.3,22.3,1045.8,2,2,0,2
36.0,74.1,186.3,18.7,941.3,0,1366.3,2737.8,74.3,1434.9,0,1,0,1
38.5,39.5,258.6,142.6,1014.1,0,911.1,3393.9,70.7,1775.7,1,2,0,2
29.9,38.0,26.3,125.9,986.2,0,634.1,1637.3,43.6,315.1,0,2,0,2
44.7,40.0,188.7,115.0,950.6,1,724.7,1294.3,10.2,1299.2,1,2,1,2
25.0,93.8,325.2,143.9,986.4,0,1403.1,3177.5,86.4,209.2,2,2,0,2
10.2,56.8,104.4,16.1,971.5,0,603.1,526.6,48.8,475.3,0,0,0,0
30.1,91.9,143.8,137.0,940.6,1,339.1,1686.1,36.9,913.8,1,2,0,2
16.9,84.9,38.0,65.8,1015.5,0,209.8,2741.3,10.5,1778.8,0,1,0,1
37.0,28.9,99.7,20.1,977.9,1,1351.5,980.9,27.9,1010.7,0,1,0,1
35.3,41.3,147.4,82.5,1012.0,0,487.3,2793.2,89.4,1053.5,1,1,0,1
45.1,87.4,136.1,16.5,949.7,0,189.2,1532.4,11.2,1400.4,1,1,1,1
12.0,86.4,150.4,89.6,940.7,1,434.2,1957.8,78.5,570.7,1,2,0,2
15.8,60.9,87.3,115.0,1017.8,0,999.5,1787.5,52.7,1587.2,0,1,0,1
13.9,78.4,213.9,28.3,1016.9,0,344.1,896.9,13.5,1981.8,2,0,0,2
45.3,54.1,215.8,13.6,944.6,1,787.5,2600.5,98.2,521.4,1,2,1,2
26.2,24.9,149.5,7.7,949.9,1,420.8,1553.1,47.6,707.7,1,2,0,2
11.8,23.3,18.2,111.7,959.1,1,420.2,2319.6,48.8,579.3,0,2,0,2
28.7,46.7,39.0,100.3,1001.5,0,496.8,2723.9,42.5,1579.7,0,1,0,1
30.1,49.7,227.6,31.5,974.6,0,195.7,2727.8,20.8,1214.5,2,0,0,2
